time,bus_voltage,array_charge_limit,array_discharge_limit,pack1_soc,pack1_voltage,pack1_cell_v,pack1_temp,pack1_current,pack1_charge_limit,pack1_discharge_limit,pack1_mode,pack2_soc,pack2_voltage,pack2_cell_v,pack2_temp,pack2_current,pack2_charge_limit,pack2_discharge_limit,pack2_mode,pack3_soc,pack3_voltage,pack3_cell_v,pack3_temp,pack3_current,pack3_charge_limit,pack3_discharge_limit,pack3_mode
199.0,1143.9566781415226,943.3245051169806,1494.264901023396,52.733320268922334,1143.9894886876898,3.714251586648343,39.24649659252463,159.04730612449222,329.6121942391822,501.1224388478364,CONNECTED,57.84634125657835,1143.9742103076162,3.7142019815182343,39.71300628136416,65.05781545292301,323.65626928437405,499.9312538568748,CONNECTED,61.77760897021762,1143.9486448768994,3.71411897687305,40.434654256595664,-24.105121577431138,314.4415017056602,498.088300341132,CONNECTED
200.0,1143.9708690004372,943.3092765467264,1494.2618553093453,52.76769964958863,1144.0036137355287,3.714297447193275,39.24395118365071,158.73766143317226,329.64484361568475,501.12896872313695,CONNECTED,57.860419542800315,1143.9883861561584,3.7142480070005144,39.711660589122324,65.0027484076408,323.67351959853875,499.9347039197078,CONNECTED,61.772456971554256,1143.9629568910034,3.7141654444513095,40.43504002246776,-23.74040984079972,314.4364255155755,498.0872851031151,CONNECTED
201.0,1143.9850721150276,943.2944631372379,1494.2588926274475,52.80201225546786,1144.0177513283513,3.714343348468673,39.241411087443744,158.42934658464745,329.67742484927095,501.1354849698542,CONNECTED,57.87448600045024,1144.0025743836293,3.7142940726741207,39.7103168751985,64.94813311711384,323.6907444592342,499.9381488918468,CONNECTED,61.76738373377175,1143.9772805809841,3.71421194993826,40.435415047953065,-23.377479701763125,314.43148771241266,498.0862975424825,CONNECTED
202.0,1143.9992874419374,943.2800621586024,1494.2560124317206,52.83625837330683,1144.0319014214713,3.714389290329452,39.238876292877464,158.12235571343004,329.70993808072006,501.141987616144,CONNECTED,57.888540726765406,1144.0167749459067,3.7143401783958008,39.70897512941537,64.89396679386319,323.7079439974592,499.94158879949185,CONNECTED,61.762388872116524,1143.9916159061756,3.714258493201869,40.435779403661805,-23.016322507287335,314.4266873862008,498.08533747724016,CONNECTED
203.0,1144.0135149378857,943.2660708993867,1494.2532141798774,52.87043828858771,1144.046063970285,3.714435272630796,39.23634678889845,157.81668298023482,329.74238345116845,501.1484766902337,CONNECTED,57.90258381838246,1144.0309877989491,3.7143863240225623,39.707635341652356,64.84024666470589,323.72511834348325,499.94502366869665,CONNECTED,61.757472003703995,1144.0059628259758,3.714305074110311,40.43613315972656,-22.656929644925558,314.4220236331289,498.0844047266258,CONNECTED
204.0,1144.0277545596696,943.2524866665002,1494.2504973332998,52.90455228553361,1144.0602389302737,3.714481295228161,39.233822564426916,157.5123225718843,329.77476110209983,501.15495222041994,CONNECTED,57.91661537134053,1144.0452128987963,3.7144325094116764,39.70629750184538,64.78696997072196,323.74226762684987,499.94845352537,CONNECTED,61.75263274750985,1144.0203212998501,3.714351692531981,40.436476385805854,-22.29929254260898,314.41749555550007,498.08349911109997,CONNECTED
205.0,1144.0420062641672,943.2393067850553,1494.247861357011,52.9386006471143,1144.0744262570042,3.7145273579772864,39.2313036083574,157.20926870121932,329.80707117533547,501.16141423506707,CONNECTED,57.9306354810843,1144.0594502015733,3.7144787344206924,39.70496159998665,64.73413396724003,323.75939197637916,499.9518783952758,CONNECTED,61.747870724361306,1144.0346912873315,3.7143983483354917,40.43680915108768,-21.94340266847777,314.4131022616851,498.082620452337,CONNECTED
206.0,1144.056270008336,943.226528598233,1494.2453057196467,52.97258365505174,1144.0886259061306,3.7145734607341905,39.228789909559524,156.9075156069636,329.8393138130253,501.16786276260507,CONNECTED,57.94464424246709,1144.0736996634882,3.714524998907429,39.70362762612447,64.68173592373347,323.77649152017085,499.95529830403416,CONNECTED,61.74318555692844,1144.0490727480242,3.714445041389689,40.437131524293044,-21.589251530692742,314.4088428660777,498.0817685732155,CONNECTED
207.0,1144.0705457492131,943.2141494671472,1494.2428298934292,53.00650158982572,1144.102837833392,3.7146196033551684,39.22628145687869,156.60705755358148,329.8714891576381,501.1742978315276,CONNECTED,57.95864174975388,1144.0879612408326,3.7145713027299756,39.70229557036296,64.62977312375355,323.79356638560677,499.9587132771213,CONNECTED,61.738576869715466,1144.063465641599,3.7144917715636327,40.43744357367944,-21.236830677343285,314.40471648904906,498.08094329780977,CONNECTED
208.0,1144.084833443919,943.2021667707095,1494.240433354142,53.04035473067936,1144.1170619946174,3.7146657856968095,39.223778239136784,156.3078888312417,329.9035973519528,501.18071947039056,CONNECTED,57.97262809662437,1144.1022348899858,3.714617645746707,39.7009654228619,64.57824286494187,323.81061669935406,499.9621233398708,CONNECTED,61.734044289052235,1144.0778699277992,3.7145385387266203,40.43774536704431,-20.886131696179163,314.4007222569032,498.08014445138065,CONNECTED
209.0,1144.0991330496552,943.1905779054987,1494.2381155810997,53.074143355624706,1144.1312983457224,3.714712007615982,39.22128024513292,156.01000375561904,329.93563853904914,501.18712770780985,CONNECTED,57.986603376176014,1144.1165205674117,3.7146640278162715,39.69963717383644,64.52714245890006,323.8276425873677,499.96552851747356,CONNECTED,61.72958744308554,1144.0922855664385,3.714585342748177,40.438036971728486,-20.537146214517072,314.3968593018329,498.07937186036656,CONNECTED
210.0,1144.113444523707,943.179380285626,1494.235876057125,53.10786774144817,1144.1455468427134,3.714758268969849,39.21878746364407,155.71339666784726,329.96761286229867,501.1935225724597,CONNECTED,58.00056768092704,1144.1308182296618,3.7147104487976033,39.69831081355696,64.47646923117952,323.8446441748935,499.96892883497867,CONNECTED,61.72520596177065,1144.106712517403,3.7146321834980616,40.438318454619605,-20.189865899049384,314.39312676187535,498.07862535237507,CONNECTED
211.0,1144.1277678234446,943.1685713426073,1494.2337142685215,53.14152816371608,1144.1598074416884,3.7148045696158714,39.2162998834258,155.41806193440462,329.9995204653559,501.19990409307115,CONNECTED,58.01452110281944,1144.1451278333773,3.7147569085499264,39.696986332348764,64.42622052123777,323.86162158647096,499.9723243172942,CONNECTED,61.72089947686273,1144.1211507406535,3.714679060846278,40.43858988215545,-19.844282455637327,314.38952378086907,498.0779047561738,CONNECTED
212.0,1144.1421029063213,943.1581485252309,1494.231629705046,53.175124896780105,1144.1740800988318,3.714850909411792,39.213817493212915,155.12399394693128,330.0313614921498,501.20627229842995,CONNECTED,58.02846373322199,1144.159449335285,3.7148034069327434,39.695663720591924,64.37639368231567,323.87857494593584,499.97571498918717,CONNECTED,61.71666762190847,1144.1356001962215,3.714725974663057,40.43885132032733,-19.500387629241526,314.3860495084103,498.07720990168207,CONNECTED
213.0,1144.1564497298764,943.1481092994304,1494.229621859886,53.2086582137827,1144.1883647704233,3.7148972882156603,39.211340281720155,154.83118712221344,330.0631360868747,501.2126272173749,CONNECTED,58.04239566293321,1144.1737826922022,3.714849943805851,39.694342968721024,64.32698608145012,323.8955043764234,499.97910087528464,CONNECTED,61.71251003223753,1144.150060844215,3.7147729248188797,40.43910283468341,-19.15817320366155,314.38270309981016,498.07654061996203,CONNECTED
214.0,1144.1708082517357,943.138451148157,1494.2276902296314,53.24212838666252,1144.2026614128335,3.714943705885823,39.208868237642825,154.53963590201684,330.09484439398204,501.2189688787964,CONNECTED,58.05631698218434,1144.1881278610365,3.714896519029339,39.693024067224954,64.27799509939649,323.91241000037087,499.9824820000742,CONNECTED,61.70842634495423,1144.1645326448165,3.7148199111844695,40.439344490331976,-18.817631001412867,314.37948371605233,498.0758967432105,CONNECTED
215.0,1144.1851784296116,943.1291715712522,1494.2258343142503,53.275535686159806,1144.2169699825254,3.7149901622809263,39.20640134965746,154.2493347529882,330.12648655817185,501.22529731163434,CONNECTED,58.070227780642306,1144.2024847987855,3.7149431324635893,39.69170700664667,64.22941813057004,323.92929193952057,499.9858583879041,CONNECTED,61.70441619892916,1144.179015558285,3.714866933630796,40.43957635194472,-18.478752883558336,314.37639052375073,498.0752781047501,CONNECTED
216.0,1144.199560221304,943.1202680853226,1494.2240536170646,53.308880381821744,1144.231290436056,3.7150366572599225,39.20393960642249,153.9602781665611,330.1580627243845,501.2316125448769,CONNECTED,58.08412814741266,1144.2168534625393,3.714989783969284,39.690391777583,64.18125258299476,323.9461503149226,499.9892300629845,CONNECTED,61.7004792347908,1144.193509544956,3.7149139920290777,40.43979848375999,-18.141530749550263,314.37342269510754,498.0746845390215,CONNECTED
217.0,1144.2139535847007,943.1117382236162,1494.2223476447232,53.34216274200784,1144.2456227300763,3.715083190682066,39.201482996578825,153.67246065882,330.1895730377922,501.2379146075584,CONNECTED,58.09801817104254,1144.231233809478,3.7150364734073964,39.6890783706844,64.13349587823369,323.9629852469376,499.9925970493875,CONNECTED,61.696615094917306,1144.2080145652417,3.7149610862507845,40.440010949586004,-17.805956537053117,314.37057940787207,498.0741158815744,CONNECTED
218.0,1144.2283584777783,943.1035795358976,1494.2207159071795,53.375383033895176,1144.2599668213318,3.7151297624069213,39.19903150875056,153.38587677041434,330.221017643791,501.2442035287582,CONNECTED,58.11189793952355,1144.245625796876,3.715083200639208,39.68776677665473,64.08614545136034,323.97979685523967,499.99595937104795,CONNECTED,61.6928234234282,1144.2225305796326,3.7150082161676385,40.44021381280401,-17.47202222178801,314.36785984529917,498.0735719690598,CONNECTED
219.0,1144.2427748586042,943.095789588326,1494.2191579176651,53.40854152348379,1144.2743226666641,3.715176372294364,39.196585131545525,153.10052106645753,330.25239668799287,501.25047933759856,CONNECTED,58.12576754029468,1144.2600293821001,3.715129965526299,39.686456986251066,64.0391987508965,323.99658525881944,499.99931705176385,CONNECTED,61.68910386617617,1144.2370575486993,3.7150553816516214,40.4404071363715,-17.13971981736161,314.3652631961087,498.0730526392217,CONNECTED
220.0,1144.2572026853343,943.0883659633346,1494.2176731926668,53.44163847560187,1144.2886902230098,3.7152230202045775,39.19414385355595,152.8163881363882,330.28371031621725,501.25674206324345,CONNECTED,58.13962706024526,1144.2744445226115,3.715176767930557,39.68514899028343,63.99265323874273,324.01335057598635,500.00267011519725,CONNECTED,61.68545607073885,1144.2515954330902,3.715102582574968,40.4405909828253,-16.80904137512055,314.36278865444484,498.07255773088895,CONNECTED
221.0,1144.2716419162148,943.0813062595084,1494.2162612519016,53.47467415391105,1144.303069447402,3.715269705998059,39.19170766335904,152.53347259387368,330.3149586744838,501.2629917348968,CONNECTED,58.15347658571777,1144.288871175964,3.715223607714169,39.68384277961461,63.94650639011242,324.03009292437207,500.0060185848744,CONNECTED,61.68187968641073,1144.2661441935336,3.7151498188101737,40.44076541428471,-16.47997898398654,314.36043541983616,498.07208708396723,CONNECTED
