time,bus_voltage,array_charge_limit,array_discharge_limit,pack1_soc,pack1_voltage,pack1_cell_v,pack1_temp,pack1_current,pack1_charge_limit,pack1_discharge_limit,pack1_mode,pack2_soc,pack2_voltage,pack2_cell_v,pack2_temp,pack2_current,pack2_charge_limit,pack2_discharge_limit,pack2_mode,pack3_soc,pack3_voltage,pack3_cell_v,pack3_temp,pack3_current,pack3_charge_limit,pack3_discharge_limit,pack3_mode
10.0,1138.2008773301084,959.7252258364864,1497.5450451672973,45.07326880009017,1138.2286775447678,3.695547654366129,39.99116932804069,168.84408555972573,320.0566037818653,499.211320756373,CONNECTED,55.01211423544834,1138.2083355823704,3.69548160903367,39.99858551925914,27.827229766064693,320.0090984869019,499.20181969738036,CONNECTED,64.91444585617386,1138.1369959018484,3.6952499866943134,40.014265695120365,-196.6713153257962,319.90840861216213,499.1816817224324,CONNECTED
11.0,1138.1916189045398,959.4521973073779,1497.4904394614755,45.1097051259926,1138.219324340931,3.6955172868212047,39.98677448869736,168.2350598781534,320.11303260107917,499.22260652021583,CONNECTED,55.01808084760725,1138.1990023224346,3.6954513062416705,39.99788897468649,27.54924732290052,320.01810535348307,499.2036210706966,CONNECTED,64.87195794228472,1138.1280161693298,3.6952208317186033,40.02133064040711,-195.784307201065,319.8173991024593,499.16347982049183,CONNECTED
12.0,1138.1823943833588,959.1809034083672,1497.4361806816735,45.146009988303796,1138.210005314562,3.695487030242085,39.98239330440892,167.6280616533009,320.1692865446738,499.2338573089348,CONNECTED,55.02398764716694,1138.1897034616477,3.69542111513522,39.99719950615484,27.273078528071192,320.02702112401295,499.2054042248026,CONNECTED,64.82966168790509,1138.1190692267687,3.6951917832037946,40.02835069765733,-194.90114018136464,319.72696780278903,499.1453935605578,CONNECTED
13.0,1138.1732036789801,958.9113332099586,1497.3822666419917,45.18218382504248,1138.2007203777505,3.6954568843433457,39.97802576777224,167.0230858635486,320.2253657035658,499.24507314071315,CONNECTED,55.029835024802665,1138.1804389096599,3.6953910354209736,39.99651707294754,26.998713572593847,320.035846321218,499.2071692642436,CONNECTED,64.78755626268024,1138.1101549899356,3.6951628408764146,40.03532614955902,-194.02179943614058,319.6371110699862,499.12742221399725,CONNECTED
14.0,1138.1640467035913,958.6434758569336,1497.3286951713867,45.21822707313867,1138.1914694423551,3.695426848838815,39.973671871087035,166.42012748223647,320.28127017251535,499.25625403450306,CONNECTED,55.03562336907486,1138.1712085759054,3.695361066804888,39.995841634470025,26.726142691658655,320.0445814662715,499.2089162932543,CONNECTED,64.74564083946541,1138.101273374375,3.6951340044622567,40.04225727687972,-193.14627017390552,319.54782528564454,499.1095650571289,CONNECTED
15.0,1138.1549233691578,958.377320567819,1497.2754641135637,45.2541401684327,1138.1822524200068,3.6953969234415807,39.969331606359056,165.81918147784359,320.337000050086,499.2674000100172,CONNECTED,55.04135306643862,1138.1620123696118,3.6953312089922465,39.99517315025061,26.45535616449833,320.05322707878366,499.21064541575674,CONNECTED,64.70391459431734,1138.0924242954115,3.6951052736864014,40.04914435848027,-192.27453764233985,319.45910685593964,499.0918213711879,CONNECTED
16.0,1138.1458335874288,958.1128566343577,1497.2225713268715,45.28992354567414,1138.1730692221176,3.6953671078640187,39.96500496530317,165.22024281420954,320.39255543860406,499.2785110877208,CONNECTED,55.0470245012532,1138.1528501998023,3.69530146168767,39.99451157994117,26.186344314212928,320.06178367679223,499.2123567353584,CONNECTED,64.66237670648565,1138.0836076681546,3.695076648273229,40.055987671328495,-191.4065871284178,319.37095221145256,499.0741904422905,CONNECTED
17.0,1138.136777269946,957.8500734209857,1497.170014684197,45.325577638520905,1138.1639197598874,3.6953374018178162,39.96069193934648,164.6233064507583,320.44793644411936,499.28958728882384,CONNECTED,55.05263805579153,1138.1437219753072,3.6952718245951535,39.99385688331789,25.919097507685933,320.070251776753,499.2140503553506,CONNECTED,64.6210263584044,1138.0748234075074,3.695048127946453,40.06278749051274,-190.54240395843837,319.28335780699524,499.056671561399,CONNECTED
18.0,1138.1277543280494,957.5889603643109,1497.1177920728621,45.36110287953827,1138.15480394431,3.6953078050139934,39.956392519631386,164.02836734271838,320.50314317636503,499.300628635273,CONNECTED,55.05819411024967,1138.1346276047673,3.695242297418076,39.99320902028194,25.653606155413932,320.078631893531,499.21572637870617,CONNECTED,64.57986273568343,1138.0660714281737,3.695019712429135,40.069544089255324,-189.6819734981262,319.19632012143694,499.0392640242874,CONNECTED
19.0,1138.1187646728845,957.3295069725955,1497.0659013945192,45.39649970019809,1138.145721686181,3.6952783171629253,39.95210669701866,163.43542044132073,320.55817574871827,499.31163514974367,CONNECTED,55.06369304275618,1138.1255669966436,3.6952128798592323,39.99256795086014,25.38986071140114,320.0869245403912,499.2173849080782,CONNECTED,64.53888502709995,1138.0573516446625,3.6949914014437093,40.076257738925925,-188.82528115271415,319.10983565753185,499.02196713150636,CONNECTED
20.0,1138.1098082154085,957.0717028252444,1497.0143405650488,45.43176853087792,1138.1366728961036,3.6952489379743625,39.947834462090455,162.84446069401446,320.6130342781612,499.3226068556322,CONNECTED,55.06913522938154,1138.1165400592204,3.695183571620845,39.991933635205655,25.12785167299026,320.0951302289902,499.21902604579805,CONNECTED,64.49809242458974,1138.048663971296,3.6949631947120003,40.08292870905483,-187.97231236700833,319.02390094174814,499.0047801883496,CONNECTED
21.0,1138.1008848663976,956.8155375722945,1496.963107514459,45.46690980086025,1138.1276574844965,3.6952196671574558,39.94357580515337,162.25548304468268,320.66771888524215,499.3335437770484,CONNECTED,55.07452104414752,1138.107546700615,3.6951543724045943,39.991306033598576,24.867569580769388,320.1032494693676,499.2206498938735,CONNECTED,64.45748412323874,1138.0400083222164,3.6949350919552484,40.08955726734613,-187.1230526254633,318.93851252409814,498.9877025048196,CONNECTED
22.0,1138.0919945364528,956.5610009339085,1496.9122001867815,45.50192393833182,1138.1186753615987,3.6951905044207747,39.939330716241415,161.66848243383922,320.72222969403686,499.3444459388074,CONNECTED,55.07985085903648,1138.0985868287833,3.695125281911634,39.990685106446584,24.60900501840778,320.1112827699382,499.2222565539876,CONNECTED,64.41705932127427,1138.0313846113909,3.6949070928941263,40.09614367969076,-186.27748745224417,318.8536669779695,498.97073339559387,CONNECTED
23.0,1138.0831371360057,956.3080826998748,1496.8616165399749,45.536811370382864,1138.1097264374764,3.695161449472326,39.935099185118986,161.08345379881382,320.7765668321099,499.35531336642197,CONNECTED,55.08512504400074,1138.0896603515232,3.6950962998426076,39.99007081428555,24.35214861251099,320.1192306374837,499.22384612749676,CONNECTED,64.37681722005654,1138.022792752618,3.6948791972487594,40.10268821017952,-185.43560241132144,318.76936089995826,498.95387217999166,CONNECTED
24.0,1138.0743125753263,956.0567727291063,1496.8113545458214,45.57157252300652,1138.10081062203,3.695132502019578,39.930881201283846,160.50039207397464,320.830730430477,499.3661460860954,CONNECTED,55.09034396697176,1138.0807671764856,3.6950674258976806,39.989463117780126,24.09699103252565,320.12709357714493,499.225418715429,CONNECTED,64.33675702406988,1138.0142326595346,3.6948514047387486,40.10919112111596,-184.59738310650351,318.6855909097021,498.93711818194043,CONNECTED
25.0,1138.0655207645284,955.807060949147,1496.7614121898293,45.606207821098224,1138.0919278250008,3.6951036617694832,39.92667675397005,159.9192921909427,320.88472062356675,499.37694412471336,CONNECTED,55.095507993869454,1138.0719072111774,3.69503865977655,39.988861977724284,23.8435229905693,320.1348720924144,499.2269744184829,CONNECTED,64.29687794091417,1138.0057042456215,3.694823715083187,40.11565267302917,-183.76281518151802,318.60235364971567,498.92047072994313,CONNECTED
26.0,1138.0567616135759,955.55893735568,1496.711787471136,45.64071768845512,1138.0830779559758,3.695074928428493,39.922485832150876,159.3401490787465,320.93853754918337,499.3877075098367,CONNECTED,55.100617488611384,1138.0630803629683,3.695010001178469,39.98826735504191,23.591735241309763,320.14256668512917,499.22851333702584,CONNECTED,64.2571791812961,1137.9972074242103,3.6947961280006827,40.12207312468647,-182.93188432005613,318.51964578522666,498.9039291570453,CONNECTED
27.0,1138.048035032288,955.3123920120394,1496.6624784024077,45.67510254777558,1138.074260924394,3.6950463017025776,39.91830842454171,158.76295766403226,320.99218134846876,499.3984362696937,CONNECTED,55.10567281312194,1138.054286539097,3.694981449802263,39.98767921078733,23.34161858181111,320.15017785546354,499.2300355710927,CONNECTED,64.21765995902052,1137.9887421084875,3.694768643209375,40.12845273310608,-182.10457624585823,318.4374640040131,498.8874928008026,CONNECTED
28.0,1138.0393409303476,955.0674150487266,1496.6134830097453,45.709362820658725,1138.0654766395544,3.6950177812972544,39.91414451960295,158.18771287128894,321.04565216586604,499.4091304331732,CONNECTED,55.1106743273415,1138.045525646678,3.694953005346357,39.98709750614581,23.093163851444395,320.1577061019222,499.23154122038443,CONNECTED,64.17831949098174,1137.9803082115022,3.6947412604269556,40.13479175356958,-181.28087672273347,318.3558050162422,498.8711610032484,CONNECTED
29.0,1138.030679217304,954.823996662928,1496.5647993325856,45.74349892760398,1138.056725010619,3.6949893669175937,39.909994105542836,157.6144096229793,321.09895014908227,499.41979002981645,CONNECTED,55.11562238923556,1138.0367975927047,3.6949246675087815,39.98652220243411,22.846361931674092,320.16515192133363,499.2330303842667,CONNECTED,64.13915699715477,1137.9719056461709,3.6947139793706842,40.14109043963439,-180.46077155465397,318.27466555430937,498.85493311086185,CONNECTED
30.0,1142.0718944339512,954.5821271180394,1496.5164254236079,45.79196409977906,1142.1080365009857,3.708142975652551,39.904789566427944,223.7750635097756,321.1520754490517,499.4304150898103,CONNECTED,55.135097971167326,1142.0962244114144,3.7081046247123846,39.98452045044357,89.92332819794362,320.1725158088434,499.23450316176866,CONNECTED,64.11448286700987,1142.034486098951,3.7079041756459445,40.144655802465,-113.69839170772761,318.1940423726798,498.83880847453594,CONNECTED
31.0,1142.0798089509908,954.445217185344,1496.4890434370686,45.84032851558111,1142.1158816052234,3.708168446770206,39.89959393707749,223.30984771128013,321.21869354972233,499.44373870994445,CONNECTED,55.154514456347435,1142.1040640782758,3.7081300781762203,39.98252493960837,89.65046463923954,320.1981382343223,499.23962764686445,CONNECTED,64.08996891033658,1142.0426393081348,3.7079306471043334,40.14819113781788,-112.96031235051841,318.148405728448,498.82968114568956,CONNECTED
32.0,1142.0877540710974,954.3094603077934,1496.4618920615587,45.88859251231434,1142.1237575183295,3.7081940179166546,39.89440721663979,222.84618932536515,321.28519760540814,499.45703952108164,CONNECTED,55.173872228050804,1142.1119348393838,3.7081556325954024,39.980535640456196,89.3793707506342,320.2236807730129,499.24473615460255,CONNECTED,64.06561440511176,1142.0508221013017,3.7079572146146162,40.15169664316214,-112.22556007598423,318.1031534359311,498.8206306871862,CONNECTED
33.0,1142.0957297014609,954.1748489025739,1496.4349697805146,45.936756426391156,1142.1316641471628,3.7082196887894896,39.889229404065865,222.38408423443252,321.35158762701064,499.4703175254021,CONNECTED,55.193171667391724,1142.119836599083,3.708181287659361,39.97855252358533,89.11003655610264,320.2491438021607,499.24982876043214,CONNECTED,64.04141863237076,1142.0590343893732,3.707983877887575,40.155172514576606,-111.49412079053819,318.05828296752463,498.8116565935049,CONNECTED
34.0,1142.1037357492387,954.0413754402584,1496.4082750880516,45.98482059333214,1142.139601398547,3.7082454590861915,39.88406049811141,221.9235283206907,321.41786362795693,499.4835727255914,CONNECTED,55.21241315333471,1142.1277692616986,3.708207043057463,39.97657555966547,88.84245212950546,320.2745276981078,499.2549055396216,CONNECTED,64.01738087619667,1142.06727608323,3.708010636633863,40.158618946760335,-110.7659804501844,318.01379181341946,498.8027583626839,CONNECTED
35.0,1142.1117721215548,953.9090324444032,1496.3818064888806,46.032785347766,1142.1475691792702,3.708271328504124,39.878900497338755,221.46451746619502,321.48402562417397,499.4968051248348,CONNECTED,55.231597062705184,1142.1357327315393,3.7082328984790234,39.9746047194386,88.57660759434003,320.299832836282,499.2599665672564,CONNECTED,63.993500423709584,1142.0755470937142,3.708037490564007,40.162036133043024,-110.04112506053636,317.9696774814677,498.79393549629356,CONNECTED
36.0,1142.1198387255104,953.7778124911479,1496.3555624982296,46.080651023429624,1142.1555673960959,3.708297296740571,39.87374940011884,221.00704755307436,321.55007363406395,499.51001472681276,CONNECTED,55.250723770200274,1142.1437269129049,3.7082588536133274,39.97263997371978,88.31249312359806,320.3250595911859,499.2650119182372,CONNECTED,63.96977656505579,1142.0838473316371,3.7080644393884326,40.16542426539534,-109.31954067668846,317.9259374970493,498.78518749940986,CONNECTED
37.0,1142.1279354681856,953.647708208819,1496.3295416417636,46.12841795316806,1142.1635959557634,3.7083233634927386,39.86860720463312,220.55111446362753,321.61600767847887,499.52320153569576,CONNECTED,55.269793648399414,1142.151751710089,3.70828490814964,39.97068129339791,88.05009893951791,320.3502083363868,499.2700416672773,CONNECTED,63.946208593397124,1142.0921767077837,3.7080914828174794,40.168783534439186,-108.60121340314772,317.8825694029397,498.7765138805879,CONNECTED
38.0,1142.1360622566428,953.5187122775352,1496.303742455507,46.17608646893461,1142.1716547649935,3.7083495284577714,39.86347390887553,220.09671408044096,321.68182778069604,499.5363655561392,CONNECTED,55.28880706777501,1142.1598070273835,3.708311061777219,39.96872864943655,87.78941531337932,320.37527944450676,499.27505588890136,CONNECTED,63.922795804900204,1142.1005351329122,3.7081186205614034,40.172114129457896,-107.8861293938219,317.8395707591784,498.76791415183567,CONNECTED
39.0,1142.1442189979343,953.3908174288167,1496.2781634857633,46.223656901790946,1142.1797437304942,3.7083757913327733,39.85834951065435,219.64384228655607,321.74753396639323,499.5495067932786,CONNECTED,55.30776439670301,1142.1678927690834,3.708337314185336,39.96678201287465,87.53043256532493,320.40027328721214,499.2800546574424,CONNECTED,63.89953749872574,1142.1089225177648,3.708145852330405,40.1754162384063,-107.174274851883,317.7969391429389,498.75938782858776,CONNECTED
